operon_name,n_genes,confidence,r_standard,r_operon,delta
mntR-ybiR,2,Weak,0.46370009074715723,0.30516978942513495,-0.15853030132202228
selAB,2,Weak,0.5488269647620568,0.47673233839569873,-0.0720946263663581
tomB-hha,2,Weak,0.4785454068524684,0.7460726720490661,0.26752726519659775
lexA-dinF,2,Strong,0.6633302800613637,0.7933246615167062,0.12999438145534248
yffB-dapE-ypfN,3,Weak,0.384403662289873,0.7468251317963589,0.3624214695064859
eutBCLKR,5,Weak,0.054752858463030664,0.4424598405470982,0.3877069820840675
metZWV,3,Weak,0.23194758069703725,0.8014516247792559,0.5695040440822187
hemCDXY,4,,0.37453060650758596,0.4790142614869665,0.10448365497938056
mtlADR,3,Strong,0.16091507000844454,0.2544002239283229,0.09348515391987836
yciK-btuR,2,Weak,0.31861332057265396,0.3820010226121148,0.06338770203946087
umpG-pcm,2,Weak,0.5477497609139674,0.6570130505401566,0.10926328962618914
aas-lplT,2,Weak,0.5449689869462374,0.6511952599634431,0.10622627301720566
hslVU,2,Weak,0.7420428521596241,0.690929138855304,-0.05111371330432002
kefFC,2,Weak,0.28405934215807577,0.3624645705227745,0.07840522836469871
ansA-pncA,2,Strong,0.11525481854914582,0.35437206437863933,0.2391172458294935
rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,12,Weak,0.3731906943296612,0.4016070817376877,0.028416387408026544
ygcNOP,2,Weak,0.5383459938162166,0.529987638571387,-0.00835835524482964
ppk-ppx,2,Weak,0.6137862206403417,0.6960084314909853,0.08222221085064363
ydjXYZ-ynjABCD,4,Weak,0.1251647673860786,0.3468127075772,0.2216479401911214
proQ-prc,2,Weak,0.26333479190326947,0.32815051398067346,0.06481572207740399
lysT-valT-lysW,3,Weak,0.46618377007587525,0.6938535918703733,0.22766982179449807
psd-mscM,2,Weak,0.395693099080092,0.6329536569056813,0.2372605578255893
yabPQ,2,Weak,0.1710256688175933,0.20627404108668826,0.03524837226909497
folX-yfcH,2,Weak,0.20959045930387524,0.5618052172280188,0.3522147579241436
yhiI-rbbA-yhhJ,3,Weak,0.4780794101538251,0.6829222171461898,0.20484280699236473
lgt-thyA,2,Weak,0.5620605853793411,0.5917228536063281,0.029662268226987032
yeeRST-cbeA-cbtA-yeeW,2,Weak,0.2720849669020056,0.1686508189919478,-0.10343414791005781
zraSR,2,Weak,0.39866481305948304,0.5934595004461165,0.19479468738663347
dcm-vsr,2,,0.26500842261330965,0.3999337433336071,0.13492532072029745
dosCP,2,Weak,-0.058504308057814404,0.822105564314023,0.8806098723718374
potABCD,4,,0.4516956148992241,0.5891766853403788,0.1374810704411547
yddAB,2,Weak,-0.11444860578598165,0.8319452360687561,0.9463938418547377
sapABCDF,5,Weak,0.4192706274461182,0.5726472892442106,0.1533766617980924
ymfED,2,Weak,0.3735628723382278,0.899174227055363,0.5256113547171352
tdcABCDEFG,4,Weak,0.19955526073394184,0.3964673686573133,0.19691210792337147
sufABCDSE,6,Weak,0.13713714709459374,0.5278448909265772,0.3907077438319834
glnHPQ,3,,0.6015491488322634,0.7097144363999374,0.10816528756767396
kbl-tdh,2,,0.49961401454346455,0.5080539058112515,0.008439891267786992
ybgC-tolQRA,4,Strong,0.5395501167910125,0.4938759936212485,-0.04567412316976399
znuCB,2,Weak,0.5211484608659909,0.5074549124096672,-0.013693548456323645
tehAB,2,Weak,-0.2571536160605,0.15226887758361152,0.40942249364411154
tamAB-ytfP,3,Weak,0.271039425145106,0.5397894202018422,0.2687499950567362
metBL,2,Strong,0.3619149833415804,0.6398904876291744,0.27797550428759404
yieP-hsrA,2,Weak,0.3175184389574608,0.7968354356244958,0.479316996667035
modEF,2,Weak,-0.15092830781310582,0.5577347287375791,0.708663036550685
nagBACD,4,Strong,0.3562204722594425,0.5946038644439994,0.2383833921845569
yecN-cmoAB,3,Weak,0.3796118403560855,0.43018598572779004,0.05057414537170457
chbBCARFG,5,,0.36875266113309296,0.6357057990053219,0.2669531378722289
glyQS,2,Weak,0.7091563164627722,0.7884478364633581,0.07929152000058592
yicJI,2,Weak,0.5175474325472299,0.874239684922081,0.35669225237485114
yobB-exoX,2,Weak,0.2847375137098366,0.8617312833263588,0.5769937696165223
dcyD-tcyLN,3,Weak,0.13034644445202165,0.33121760227338704,0.2008711578213654
higBA,2,Weak,0.6875698945508613,0.701441891386005,0.01387199683514373
lolCDE,3,Weak,0.6107048080656593,0.7073487176648703,0.09664390959921099
hscBA-fdx-iscX,4,Weak,0.527659749872996,0.631950477494081,0.10429072762108493
yihV-csqR,2,Weak,-0.2646569644760099,0.5209136246554332,0.7855705891314431
lsrRK,2,Weak,0.23380416991745304,0.8387088251384283,0.6049046552209753
ftsYEX,3,Weak,0.41298485841472915,0.4911419207664567,0.07815706235172754
yecDE,2,Weak,0.2771301924754065,0.22356319115670653,-0.05356700131869996
rbsDACBZKR,6,Weak,0.4404081932491804,0.5526292055170755,0.1122210122678951
lepAB,2,Weak,0.7960020264057865,0.7853018832263089,-0.01070014317947765
panE-yajL,2,Weak,0.0682084767887976,0.1030820419946496,0.034873565205852
ydhIJK,3,Weak,0.5208389781270747,0.8081765813761659,0.2873376032490912
yajC-secDF,4,Weak,0.6415950086797332,0.6592955489605935,0.017700540280860322
rcsF-trmO,2,Weak,0.42182717988209867,0.5462377465907083,0.12441056670860967
yphCB,2,Weak,0.04592839781164007,0.8967065535136951,0.8507781557020551
iaaA-gsiABCD,5,Weak,0.20489387733480346,0.5251062331465262,0.3202123558117227
rpoZ-spoT-trmH-recG,4,Weak,0.6039257513168707,0.7086268212886823,0.10470106997181161
yigGF,2,Weak,0.06556197808846762,0.8363469824555768,0.7707850043671092
efeOB,2,Weak,0.13989991377319608,0.5695934637598989,0.42969354998670284
glpFKX,3,Weak,0.3458813273972193,0.6745957268604289,0.32871439946320963
dut-slmA,2,Weak,0.31581313225757,0.3866997049201784,0.0708865726626084
tsaB-yeaY,2,Weak,0.29139640736205225,0.5053199596963107,0.21392355233425847
secE-nusG,2,Weak,0.5680007400202682,0.5179616492097142,-0.05003909081055402
thrU-tyrU-glyT-thrT-tufB,5,Weak,0.5550102469597376,0.5686870800525137,0.01367683309277612
hslR-hslO,3,Weak,0.46488207380133373,0.6058810877943573,0.14099901399302361
sspAB,2,Strong,-0.02217716186362767,0.10268060693662184,0.12485776880024951
hprRS,2,Weak,-0.012904306471137212,0.7583733913989248,0.771277697870062
aroF-tyrA,2,Weak,0.7691868814800376,0.7851708830035085,0.015984001523470903
valZ-lysY,2,Weak,0.3269687144546949,0.7190491436901575,0.3920804292354626
fepA-entD,2,Weak,0.6475476961445314,0.8497149326513541,0.20216723650682267
pyrSR-ypdC,3,Weak,-0.03654802332610934,0.653718093940954,0.6902661172670633
glf-rfc,2,Weak,0.8208831464916213,0.8722627866794602,0.051379640187838915
rsfS-rlmH-mrdAB-rlpA,5,Weak,0.22080877019638914,0.38941300529499145,0.1686042350986023
leuS-lptE-holA-nadD-cobC,5,Weak,0.5233243952010316,0.5385046193747154,0.01518022417368381
melAB,2,Weak,0.2542178484876301,0.8820665255585174,0.6278486770708873
mobAB,2,Weak,0.2989654930566135,0.3838119896669318,0.08484649661031829
mdtABCD-baeSR,6,Weak,0.28618919581066954,0.5580442865625816,0.2718550907519121
qseBC,2,Weak,0.04218515816557168,0.27705442548848336,0.2348692673229117
valVW,2,Weak,0.46605046308799897,0.8867330043863262,0.4206825412983272
yqjCDEK,4,Weak,0.11805489587653666,0.4922706374578478,0.37421574158131116
yifL-dapF-yigA-xerC-yigB,4,Weak,0.5052561774802484,0.5837245727778441,0.07846839529759564
rsmE-gshB,2,Weak,0.40386465263664395,0.46012147188519475,0.056256819248550805
nirBDC-cysG,3,Weak,0.16808785717158484,0.32015967688255087,0.15207181971096603
puuDRCBE,3,Weak,0.2003804700262565,0.40339782574447214,0.20301735571821564
ybjO-rlmC,2,Weak,0.08425307471266387,0.573628244506729,0.48937516979406515
yqjA-mzrA,2,Weak,0.23967644769392188,0.6572157303748076,0.41753928268088575
fadBA,2,Weak,0.09190375808261082,0.8458014051835083,0.7538976471008975
ubiEJB,3,Strong,0.42193184295149216,0.5757751182059566,0.15384327525446445
uvrYC,2,,0.6142701241286768,0.6252408195804682,0.010970695451791412
atpIBEFHAGDC,9,Weak,0.3426961214029073,0.328909493266033,-0.013786628136874257
prlC-yhiQ,2,Weak,0.43625299938082385,0.8594854306284514,0.42323243124762755
yhdN-zntR,2,Weak,0.3504119091491141,0.7592414768911843,0.4088295677420702
yihXY-dtd-fabY,3,Weak,0.20185531677170268,0.27413536076115536,0.07228004398945267
trpLEDCBA,5,Weak,0.3458848530930206,0.7390395398092698,0.39315468671624926
mdtM-yjiN,2,Weak,0.3017989723515613,0.9380633216488201,0.6362643492972588
sdhE-ygfX,2,Weak,0.07779816123128626,-0.29649563560971903,-0.3742937968410053
yfeYX,2,Weak,0.3262891941259534,0.4045672973650142,0.07827810323906076
rhoL-rho,2,Weak,0.8164529508705684,0.8380701954904342,0.021617244619865805
ytfQRT-yjfF,2,Weak,0.6031495144474981,0.9397736790619107,0.3366241646144126
rlmL-uup,2,Strong,0.5962668079925955,0.7122916491018905,0.11602484110929501
xseB-ispA-dxs-yajO,4,Weak,0.40084951985165057,0.5959904956840657,0.19514097583241513
gfcE-etp-etk,2,Weak,0.11294409233618147,0.31400318409998373,0.20105909176380227
narGHJI,2,,0.2419796143414126,0.22084521675096425,-0.021134397590448356
dadAX,2,Weak,0.712583902376599,0.7811360104272914,0.06855210805069245
ampDE,2,,0.2527990920248196,0.4765629889085961,0.22376389688377651
yacC-speED,3,Weak,0.46461848531474126,0.5744686119281415,0.10985012661340021
folD-ybcJ,2,Weak,0.2702590474490942,0.6908110168067829,0.42055196935768874
nrdDG,2,Weak,0.4718718705782172,0.928257378643041,0.4563855080648238
araE-ygeA,2,Weak,0.27537167977426025,0.874732083372239,0.5993604035979787
yeiR-lpxT,2,Weak,0.10041605444096455,0.22881355261035907,0.12839749816939452
btuB-murI,2,Weak,0.3689115842875645,0.4282463654399596,0.0593347811523951
tesA-ybbO,2,Weak,-0.056579749885595165,0.2595586497732181,0.31613839965881324
secMA-mutT,3,Strong,0.4362418788598421,0.5940665151257375,0.15782463626589538
argF-xynR,2,Weak,0.5024341578759914,0.8582045893068606,0.35577043143086917
cysPUWAM,2,,0.2152761080023485,0.8029818043347502,0.5877056963324017
yjbQR,2,Weak,0.14037327469692915,0.8197340319627556,0.6793607572658265
ydgK-rsxABCDGE-nth,8,Strong,0.4118443345201633,0.5817070807402666,0.16986274622010328
uxaCA,2,Weak,0.5557325182326759,0.9491534093029151,0.39342089107023925
yciCB,2,Weak,0.2811684926736488,0.5459567992167709,0.2647883065431221
aaeXAB,2,Weak,0.23308660623213803,0.7670062655475374,0.5339196593153993
ispG-sroE,2,Strong,0.45724101809290985,0.6816358119646226,0.2243947938717128
lptFG,2,Weak,0.5144395932958996,0.5251694763707105,0.01072988307481093
ycdXY,2,Weak,0.2445398047321476,0.767181370159525,0.5226415654273775
ruvAB,2,Weak,0.2551568136942472,0.6329912732940811,0.3778344595998339
tag-yiaC,2,Weak,0.6634310213983389,0.37793785015453435,-0.2854931712438045
coaE-zapD-yacG,3,Weak,0.3504599397826353,0.5777168141576311,0.2272568743749958
rplU-rpmA-yhbE-obgE,4,Weak,0.07543118852514853,0.003199748888604211,-0.07223143963654433
mglBAC,3,Weak,0.30631746628351997,0.5544215935218483,0.2481041272383283
cyuPA,2,Weak,0.4023783634607283,0.6141631445727813,0.211784781112053
nagK-cobB,2,Weak,0.5756980112769899,0.7468393396700458,0.17114132839305585
smtA-mukFEB,4,Weak,0.42273023584099434,0.36649911391166823,-0.05623112192932611
yedEF,2,Weak,0.522509050030885,0.6133406296360183,0.09083157960513333
ybgQPOD,2,Weak,-0.017278291578651725,0.8395670503016097,0.8568453418802614
csdAE,2,Weak,0.4460535620606707,0.7920833308118759,0.34602976875120517
proBA,2,,0.50044773044877,0.6912901163307904,0.1908423858820204
treBC,2,Weak,0.09884899856629668,0.4404365293436033,0.3415875307773066
pldB-yigL,2,Weak,0.1835550232604774,0.7132870892777338,0.5297320660172564
nadA-pnuC,2,Weak,0.6897570652563738,0.8801375600757912,0.19038049481941743
dinB-yafNOP,4,Weak,0.27894900721296917,0.8343505097509697,0.5554015025380006
ppiB-lpxH,2,Weak,0.3069684971965847,0.2747239566998476,-0.032244540496737084
alaWX,2,Weak,0.1582199672457105,0.9215827933107955,0.763362826065085
yefM-yoeB,2,Weak,0.7481904803081403,0.6812837065302734,-0.06690677377786691
fabR-yijD,2,Weak,0.42638680012662533,0.5415215601147919,0.11513475998816658
srlAEBD-gutM-srlR-gutQ,3,Strong,0.2365577512286682,0.30048964536174716,0.06393189413307895
lolB-ispE-prs,3,Weak,0.25973207355956673,0.45567859994114723,0.1959465263815805
metNIQ,3,Weak,0.3753055367440199,0.5794389516647699,0.20413341492075
nanXY,2,Weak,0.21882424180029028,0.8104854853963396,0.5916612435960493
glyW-cysT-leuZ,3,Weak,0.31772040251618655,0.7878240621910196,0.4701036596748331
isrC-flu,2,Weak,0.31147789602402376,0.6735222999261181,0.36204440390209436
recET-ralR-rcbA-xisR-intR,2,Weak,0.08749274203010705,0.1898224543108656,0.10232971228075856
fimAICDFGH,4,Strong,0.8273798718659924,0.9639239213864785,0.13654404952048615
panBC,2,Strong,0.48668542797563463,0.5471933906024712,0.06050796262683655
ynbABCD,2,Weak,0.3492366336461397,0.922985511309452,0.5737488776633122
yaeP-rof,2,Weak,0.18256834792391954,0.21733346752221913,0.03476511959829959
pepQ-yigZ-trkH-hemG,4,Weak,0.3999319287469758,0.6012308520811952,0.2012989233342194
ybbAP,2,Weak,0.10911443068517111,0.2539700949998171,0.14485566431464597
malEFGH,2,Weak,0.15564715525821401,0.9357525522491595,0.7801053969909455
ligA-ypeB,2,Weak,0.44084390453660477,0.8049637341730984,0.36411982963649364
argCBH,3,Weak,0.33323651654116676,0.7207274155929407,0.387490899051774
nsrR-rnr-rlmB-yjfI,3,Weak,0.5709649979355567,0.7428595754673878,0.17189457753183113
cpxRA,2,Weak,0.5535996514289386,0.4929924591563267,-0.06060719227261191
yheO-tusDCB,4,Weak,0.11534547701958457,0.4769989705011699,0.3616534934815853
ybjJI,2,Weak,0.7111045984756835,0.9128429567431199,0.20173835826743636
rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,11,Weak,0.18382688787498977,0.2320913851422944,0.04826449726730464
murB-birA,2,Weak,0.6403273924050836,0.5062226295410395,-0.13410476286404416
kdpDE,2,Strong,0.23807583217519615,0.46204711018272415,0.223971278007528
rtcBA,2,Strong,-0.08871882099219343,0.849506938445233,0.9382257594374264
yafDE,2,Weak,0.6536337196488772,0.9052075449073863,0.25157382525850913
cecR-ybhGFSR,4,Weak,0.09763434914679862,0.18541784256790414,0.08778349342110552
upp-uraA,2,Weak,0.626089816296625,0.6769484602891312,0.05085864399250628
elbB-mtgA,2,Weak,0.1055219437711727,0.11774323314821669,0.01222128937704399
fhuACDB,4,Weak,0.5037492232474822,0.5809944517315272,0.07724522848404503
fadIJ,2,,0.40776819602114484,0.9139253500594615,0.5061571540383167
ydiJ-menI-ydiH,2,Weak,0.3400373027386032,0.5270466933703934,0.18700939063179023
feoABC,3,Strong,0.32555626255480297,0.7982583198067955,0.47270205725199255
paaXY,2,Weak,0.2508742251403858,0.3107243275021229,0.0598501023617371
narXL,2,,0.4786862549270309,0.4667539299364062,-0.011932324990624688
ompR-envZ,2,Weak,0.1776722571788626,0.13904757071721677,-0.038624686461645824
holD-rimI-yjjG,3,Weak,0.2710744136853244,0.3614739298609451,0.0903995161756207
evgLAS,2,Weak,0.5618481622767415,0.874474805884678,0.31262664360793646
potFGHI,4,Strong,0.2850671464703477,0.7572484224791006,0.4721812760087529
fecIR,2,Strong,0.17758139618330954,0.3113126785790545,0.13373128239574494
frmRAB,3,Weak,0.4901388892879761,0.8272177150099473,0.33707882572197123
livKHMGF,5,Weak,0.34861791436824613,0.6317692216203048,0.28315130725205867
btsSR,2,Weak,0.13040288979633854,0.02159361241807845,-0.1088092773782601
nhaAR,2,Weak,0.41619784612173705,0.719637782436743,0.303439936315006
yejABEF,4,Weak,0.102506750479196,0.6497165987637422,0.5472098482845462
seqA-pgm,2,Weak,0.7757319439461894,0.7551913097873287,-0.02054063415886065
trmB-yggL,2,Weak,0.269878958239461,0.53118684744499,0.261307889205529
rcnAB,2,Weak,0.08988006167841855,-0.10703522157992854,-0.1969152832583471
ymcE-gnsA,2,Weak,0.7374145006262833,0.7066288410292183,-0.03078565959706503
clsA-yciU,2,Weak,0.15277751959812916,0.8225554520019679,0.6697779324038388
gudPXD,2,Weak,0.33172130690790563,0.304148194472819,-0.027573112435086644
yfeCD,2,Weak,0.19578734342336787,0.8494885211694675,0.6537011777460996
ypeA-yfeZ,2,Weak,0.10642751835501692,0.007753375603040678,-0.09867414275197624
rluE-nudJ,2,Weak,0.6947180203565552,0.8437184580944183,0.1490004377378631
folE-yeiB,2,Weak,0.2579587188818052,0.5735548260890452,0.31559610720723996
ibpAB,2,Weak,-0.012018157735259867,0.633385382052562,0.6454035397878218
yjiHG-iadA,2,Weak,0.06043986729741082,0.63026478578321,0.5698249184857992
ybeZYX-lnt,4,Weak,0.3175877615496258,0.31939306844618365,0.0018053068965578345
fecABCDE,5,Weak,0.7402289915105299,0.7190740334515856,-0.021154958058944295
kefGB-yheV,2,Weak,0.27740718723338226,0.8065746896749053,0.529167502441523
metT-leuW-glnUW-metU-glnVX,7,Weak,0.24891772819242397,0.6637975337103406,0.4148798055179166
ybjC-nfsA-rimK-ybjN,4,Weak,0.013557921567200355,0.1093349519614485,0.09577703039424815
ymgGD,2,Weak,0.8953368887998993,0.9596904992528801,0.06435361045298083
udk-dcd,2,,0.16607773964781128,0.4831727900394793,0.3170950503916681
yrdD-rimN-aroE-yrdB,4,Strong,0.2389846962492758,0.260602197009138,0.021617500759862213
yqaE-kbp,2,Weak,0.4650166876060986,0.8496532533213141,0.38463656571521554
yfgHI,2,Weak,0.43257583442915143,0.9373494421433263,0.5047736077141749
hflD-purB,2,Weak,0.007997711733009588,0.11912809520793331,0.11113038347492372
thiMD,2,Weak,0.3689625715160302,0.26073905310487816,-0.10822351841115202
rstAB,2,,0.5336994555905676,0.7258676071624155,0.19216815157184786
yihLM,2,Weak,0.5768039867790155,0.8858698359444361,0.3090658491654207
rpsF-priB-rpsR-rplI,4,,0.03135307960004401,0.04938419554052934,0.01803111594048533
cusRS,2,Strong,-0.04262869623683213,0.34289722799169553,0.38552592422852766
ptrA-recBD,3,Weak,0.4681775427304628,0.6596593717445591,0.19148182901409633
creABCD,4,Weak,0.08761775785045373,0.5348315732802362,0.4472138154297825
sdaCB,2,Weak,0.8837047371236411,0.9095560561449801,0.02585131902133908
ygaZH,2,Weak,0.6001168296570196,0.635928529962913,0.035811700305893424
pdxB-usg-truA-dedA,4,Weak,0.2651943445936356,0.3544275619880792,0.08923321739444356
rfbBDACX,5,Weak,0.5750313507568698,0.621016771928085,0.04598542117121518
nrdR-ribDE-nusB-thiL-pgpA,6,Weak,0.3134838971607336,0.38590730767525205,0.07242341051451845
ibaG-murA,2,Weak,0.5858028825565234,0.767332502812958,0.1815296202564346
qmcA-ybbJ,2,Weak,0.05934911451743871,0.13845194333963057,0.07910282882219186
minCDE,3,,0.4769337875305726,0.6201063382050769,0.1431725506745043
tyrTV-tpr,2,Weak,0.4529289207798803,0.42615448212039686,-0.026774438659483424
purMN,2,,0.3291711150241863,0.5371671734402463,0.20799605841606006
rsmD-yhhL,2,Weak,-0.11442621213201704,-0.1616887230179873,-0.04726251088597028
dmsABC,2,Weak,0.18725468181223473,-0.015835263153681542,-0.20308994496591626
ygfB-pepP-ubiHI,4,Weak,0.379408162338651,0.554319884708932,0.17491172237028102
map-glnD-dapD,3,Weak,0.2953670950532262,0.429406723065809,0.1340396280125828
pabB-nudL,2,Weak,0.15244748255889,0.647016939175339,0.49456945661644897
purHD,2,,0.3139781081174799,0.7012315624798987,0.3872534543624188
ytjB-lplA,2,Weak,0.2550520281471532,0.7166725768665533,0.46162054871940006
yjiXA,2,Weak,0.08000260356758378,0.7408186939565288,0.660816090388945
yjeNO,2,Weak,0.2676559406685185,0.4378582622236499,0.17020232155513138
glmUS,2,Weak,0.7576057694533204,0.7724337897072581,0.014828020253937702
